,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,total_loss,style_loss,content_loss
58,5.8,0.09666666666666668,0.09666666666666668,0.09666666666666668,0.09666666666666668,0.09666666666666668,33641863.37491641,23688234.40890217,9953629.082083588
59,5.9,0.09833333333333331,0.09833333333333331,0.09833333333333331,0.09833333333333331,0.09833333333333331,32595586.332968462,23713366.8757471,8882219.336385638
60,6.0,0.1,0.1,0.1,0.1,0.1,32555267.860000003,23699376.448982514,8855891.694374999
61,6.1,0.10166666666666666,0.10166666666666666,0.10166666666666666,0.10166666666666666,0.10166666666666666,36023857.263333336,23864754.62270298,12159102.707916666
62,6.2,0.10333333333333335,0.10333333333333335,0.10333333333333335,0.10333333333333335,0.10333333333333335,34133058.86333333,23800282.51627647,10332776.455416668
63,6.3,0.10500000000000001,0.10500000000000001,0.10500000000000001,0.10500000000000001,0.10500000000000001,33406691.316666663,23961931.02303777,9444760.383750001
64,6.4,0.10666666666666669,0.10666666666666669,0.10666666666666669,0.10666666666666669,0.10666666666666669,33125307.4,23788937.836405776,9336369.56375
65,6.5,0.10833333333333332,0.10833333333333332,0.10833333333333332,0.10833333333333332,0.10833333333333332,32070580.310000002,23621106.169746872,8449474.260833334
66,6.6,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,0.11000000000000001,31920991.68,23649944.503103524,8271047.4729166655
67,6.7,0.11166666666666666,0.11166666666666666,0.11166666666666666,0.11166666666666666,0.11166666666666666,31431891.51333333,23542708.436413288,7889183.534999999
68,6.8,0.11333333333333333,0.11333333333333333,0.11333333333333333,0.11333333333333333,0.11333333333333333,31258091.79,23708598.56976696,7549493.442916667
69,6.9,0.11499999999999999,0.11499999999999999,0.11499999999999999,0.11499999999999999,0.11499999999999999,30700335.41833333,23608209.716545478,7092125.769166666
70,7.0,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,31363450.02,23790045.769941233,7573404.488333332
71,7.1,0.11833333333333332,0.11833333333333332,0.11833333333333332,0.11833333333333332,0.11833333333333332,31067718.93166666,23699654.636556387,7368064.342916667
72,7.2,0.12,0.12,0.12,0.12,0.12,30976463.90833333,23883576.1965627,7092887.917083333
73,7.3,0.12166666666666666,0.12166666666666666,0.12166666666666666,0.12166666666666666,0.12166666666666666,30871694.04,23944586.3699671,6927107.899583334
74,7.4,0.12333333333333334,0.12333333333333334,0.12333333333333334,0.12333333333333334,0.12333333333333334,30668573.43,23808502.370041523,6860071.3950000005
75,7.5,0.125,0.125,0.125,0.125,0.125,30463671.32,23818413.609919466,6645258.035833334
76,7.6,0.12666666666666665,0.12666666666666665,0.12666666666666665,0.12666666666666665,0.12666666666666665,30437200.169999998,23693429.58342962,6743770.847499999
77,7.7,0.12833333333333335,0.12833333333333335,0.12833333333333335,0.12833333333333335,0.12833333333333335,30627781.666666664,23744705.250079073,6883076.598333334
78,7.8,0.13,0.13,0.13,0.13,0.13,30113549.97333333,23536893.223419737,6576656.98375
79,7.9,0.13166666666666668,0.13166666666666668,0.13166666666666668,0.13166666666666668,0.13166666666666668,30010827.244999997,23725926.890078723,6284900.494583333
80,8.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,29832262.998333327,23491517.383459397,6340745.89625
81,8.1,0.135,0.135,0.135,0.135,0.135,29830690.15333333,23566242.810181297,6264447.417083333
82,8.2,0.13666666666666666,0.13666666666666666,0.13666666666666666,0.13666666666666666,0.13666666666666666,29459887.093333326,23444582.43694844,6015304.961666667
83,8.3,0.13833333333333334,0.13833333333333334,0.13833333333333334,0.13833333333333334,0.13833333333333334,29857483.016666662,23565731.63692721,6291751.659583333
84,8.4,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.13999999999999999,0.13999999999999999,29801595.555,23361957.157078642,6439638.434583333
85,8.5,0.14166666666666666,0.14166666666666666,0.14166666666666666,0.14166666666666666,0.14166666666666666,29736674.53166666,23542380.650368325,6194294.1137500005
86,8.6,0.1433333333333333,0.1433333333333333,0.1433333333333333,0.1433333333333333,0.1433333333333333,29360192.87833333,23374166.050475232,5986027.0720833335
87,8.7,0.145,0.145,0.145,0.145,0.145,29319704.47,23458366.983807907,5861337.71
88,8.8,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.14666666666666667,29225957.47166667,23479742.050515857,5746215.50375
89,8.9,0.14833333333333334,0.14833333333333334,0.14833333333333334,0.14833333333333334,0.14833333333333334,29470822.366666663,23546474.223918,5924348.2787500005
90,9.0,0.15,0.15,0.15,0.15,0.15,29795027.09666667,23592069.58395872,6202957.801666667
91,9.1,0.15166666666666667,0.15166666666666667,0.15166666666666667,0.15166666666666667,0.15166666666666667,29727796.676666666,23607330.664022032,6120466.33375
92,9.2,0.15333333333333335,0.15333333333333335,0.15333333333333335,0.15333333333333335,0.15333333333333335,29654554.61833333,23713389.997384362,5941164.833333333
93,9.3,0.155,0.155,0.155,0.155,0.155,29378464.843333326,23540422.664062396,5838042.456666666
94,9.4,0.15666666666666668,0.15666666666666668,0.15666666666666668,0.15666666666666668,0.15666666666666668,29450653.464999996,23599542.024124134,5851111.582083333
95,9.5,0.15833333333333333,0.15833333333333333,0.15833333333333333,0.15833333333333333,0.15833333333333333,29195145.038333334,23538444.957486026,5656700.2975
96,9.6,0.16,0.16,0.16,0.16,0.16,29270707.01333333,23606909.170795914,5663797.97375
97,9.7,0.16166666666666668,0.16166666666666668,0.16166666666666668,0.16166666666666668,0.16166666666666668,29078626.776666664,23477710.824181963,5600916.120833333
98,9.8,0.16333333333333333,0.16333333333333333,0.16333333333333333,0.16333333333333333,0.16333333333333333,29234022.669999998,23532456.237632465,5701566.567916667
99,9.9,0.16499999999999998,0.16499999999999998,0.16499999999999998,0.16499999999999998,0.16499999999999998,28833132.65333333,23360280.13094819,5472852.689166667
